Latitude,Longitude,U,Th,K
-33.5,94.5,0.507,0.437,2.327
-33.5,95.5,0.511,0.442,2.343
-33.5,96.5,0.517,0.447,2.365
-33.5,97.5,0.523,0.452,2.387
-33.5,98.5,0.528,0.458,2.411
-33.5,99.5,0.537,0.466,2.444
-33.5,100.5,0.547,0.477,2.487
-33.5,101.5,0.560,0.490,2.539
-33.5,102.5,0.575,0.506,2.600
-33.5,103.5,0.587,0.519,2.654
-33.5,104.5,0.602,0.534,2.715
-33.5,105.5,0.624,0.556,2.802
-33.5,106.5,0.639,0.570,2.863
-33.5,107.5,0.661,0.590,2.952
-33.5,108.5,0.709,0.636,3.140
-33.5,109.5,0.827,0.745,3.590
-33.5,110.5,1.234,1.115,5.137
-33.5,111.5,1.335,1.212,5.540
-33.5,112.5,1.419,1.294,5.889
-33.5,113.5,1.569,1.436,6.505
-33.5,114.5,1.871,1.720,7.732
-33.5,115.5,2.100,1.960,8.788
-33.5,116.5,2.345,2.243,10.257
-33.5,117.5,2.461,2.364,10.838
-33.5,118.5,2.456,2.359,10.835
-33.5,119.5,2.424,2.327,10.698
-33.5,120.5,2.352,2.259,10.406
-33.5,121.5,2.292,2.200,10.153
-33.5,122.5,2.273,2.175,10.016
-33.5,123.5,2.234,2.121,9.715
-33.5,124.5,2.117,1.950,8.784
-33.5,125.5,2.079,1.898,8.490
-33.5,126.5,2.084,1.895,8.407
-33.5,127.5,2.083,1.891,8.363
-33.5,128.5,2.066,1.878,8.281
-33.5,129.5,2.052,1.866,8.220
-33.5,130.5,2.092,1.908,8.364
-33.5,131.5,2.145,1.953,8.548
-33.5,132.5,2.206,2.000,8.759
-33.5,133.5,2.300,2.077,9.092
-33.5,134.5,2.436,2.196,9.580
-33.5,135.5,2.535,2.281,9.941
-33.5,136.5,2.539,2.288,10.004
-33.5,137.5,2.558,2.306,10.080
-33.5,138.5,2.589,2.333,10.193
-33.5,139.5,2.597,2.342,10.224
-33.5,140.5,2.573,2.323,10.136
-33.5,141.5,2.557,2.312,10.083
-33.5,142.5,2.548,2.307,10.054
-33.5,143.5,2.543,2.303,10.038
-33.5,144.5,2.535,2.296,10.013
-33.5,145.5,2.532,2.291,10.007
-33.5,146.5,2.551,2.297,10.069
-33.5,147.5,2.536,2.281,10.016
-33.5,148.5,2.530,2.274,9.977
-33.5,149.5,2.505,2.250,9.859
-33.5,150.5,2.340,2.109,9.265
-33.5,151.5,2.078,1.876,8.294
-33.5,152.5,1.736,1.563,6.975
-33.5,153.5,1.447,1.300,5.877
-33.5,154.5,0.978,0.875,4.098
-33.5,155.5,0.848,0.755,3.600
-33.5,156.5,0.792,0.702,3.383
-33.5,157.5,0.767,0.679,3.284
-33.5,158.5,0.772,0.683,3.298
-33.5,159.5,0.833,0.741,3.530
-33.5,160.5,1.221,1.091,5.000
-33.5,161.5,1.322,1.184,5.380
-33.5,162.5,1.372,1.231,5.571
-33.5,163.5,1.328,1.189,5.399
-33.5,164.5,0.917,0.819,3.837
-33.5,165.5,0.817,0.728,3.457
-33.5,166.5,0.740,0.653,3.160
-33.5,167.5,0.697,0.613,2.996
-33.5,168.5,0.695,0.613,2.991
-33.5,169.5,0.687,0.606,2.960
-33.5,170.5,0.676,0.594,2.916
-33.5,171.5,0.703,0.619,3.014
-33.5,172.5,0.738,0.648,3.137
-33.5,173.5,0.751,0.659,3.184
-33.5,174.5,0.738,0.648,3.142
-33.5,175.5,0.715,0.626,3.059
-33.5,176.5,0.692,0.605,2.974
-33.5,177.5,0.652,0.568,2.822
-33.5,178.5,0.596,0.515,2.610
-33.5,179.5,0.551,0.473,2.442
-34.5,-179.5,0.574,0.498,2.532
-34.5,-178.5,0.523,0.451,2.347
-34.5,-177.5,0.495,0.426,2.245
-34.5,-176.5,0.476,0.408,2.175
-34.5,-175.5,0.462,0.396,2.124
-34.5,-174.5,0.449,0.384,2.076
-34.5,-173.5,0.439,0.374,2.039
-34.5,-172.5,0.434,0.368,2.016
-34.5,-171.5,0.429,0.363,1.996
-34.5,-170.5,0.419,0.355,1.961
-34.5,-169.5,0.411,0.348,1.934
-34.5,-168.5,0.406,0.343,1.913
-34.5,-167.5,0.401,0.338,1.894
-34.5,-166.5,0.395,0.332,1.872
-34.5,-165.5,0.390,0.328,1.856
-34.5,-164.5,0.389,0.326,1.849
-34.5,-163.5,0.384,0.322,1.832
-34.5,-162.5,0.379,0.317,1.813
-34.5,-161.5,0.376,0.314,1.801
-34.5,-160.5,0.374,0.312,1.793
-34.5,-159.5,0.371,0.310,1.784
-34.5,-158.5,0.369,0.308,1.776
-34.5,-157.5,0.367,0.306,1.768
-34.5,-156.5,0.365,0.304,1.760
-34.5,-155.5,0.363,0.303,1.754
-34.5,-154.5,0.362,0.301,1.748
-34.5,-153.5,0.360,0.300,1.744
-34.5,-152.5,0.359,0.299,1.739
-34.5,-151.5,0.359,0.298,1.737
-34.5,-150.5,0.359,0.298,1.736
-34.5,-149.5,0.358,0.297,1.734
-34.5,-148.5,0.357,0.296,1.731
-34.5,-147.5,0.357,0.296,1.729
-34.5,-146.5,0.357,0.295,1.728
-34.5,-145.5,0.356,0.294,1.725
-34.5,-144.5,0.354,0.293,1.720
-34.5,-143.5,0.354,0.293,1.720
-34.5,-142.5,0.355,0.294,1.723
-34.5,-141.5,0.356,0.294,1.724
-34.5,-140.5,0.355,0.294,1.722
-34.5,-139.5,0.355,0.293,1.723
-34.5,-138.5,0.355,0.293,1.722
-34.5,-137.5,0.355,0.293,1.723
-34.5,-136.5,0.355,0.294,1.725
-34.5,-135.5,0.356,0.294,1.727
-34.5,-134.5,0.357,0.295,1.729
-34.5,-133.5,0.358,0.296,1.735
-34.5,-132.5,0.360,0.297,1.741
-34.5,-131.5,0.362,0.298,1.747
-34.5,-130.5,0.363,0.299,1.751
-34.5,-129.5,0.364,0.300,1.755
-34.5,-128.5,0.365,0.301,1.759
-34.5,-127.5,0.365,0.302,1.762
-34.5,-126.5,0.366,0.303,1.765
-34.5,-125.5,0.368,0.304,1.771
-34.5,-124.5,0.368,0.305,1.774
-34.5,-123.5,0.369,0.306,1.778
-34.5,-122.5,0.372,0.308,1.786
-34.5,-121.5,0.374,0.310,1.795
-34.5,-120.5,0.376,0.311,1.802
-34.5,-119.5,0.378,0.313,1.810
-34.5,-118.5,0.380,0.315,1.817
-34.5,-117.5,0.382,0.317,1.826
-34.5,-116.5,0.387,0.321,1.842
-34.5,-115.5,0.390,0.323,1.853
-34.5,-114.5,0.392,0.325,1.863
-34.5,-113.5,0.395,0.328,1.872
-34.5,-112.5,0.395,0.328,1.875
-34.5,-111.5,0.396,0.330,1.882
-34.5,-110.5,0.398,0.332,1.891
-34.5,-109.5,0.401,0.334,1.900
-34.5,-108.5,0.404,0.337,1.913
-34.5,-107.5,0.407,0.340,1.923
-34.5,-106.5,0.408,0.341,1.930
-34.5,-105.5,0.411,0.344,1.942
-34.5,-104.5,0.415,0.348,1.958
-34.5,-103.5,0.418,0.352,1.972
-34.5,-102.5,0.422,0.355,1.986
-34.5,-101.5,0.426,0.359,2.002
-34.5,-100.5,0.430,0.363,2.018
-34.5,-99.5,0.434,0.367,2.036
-34.5,-98.5,0.439,0.371,2.055
-34.5,-97.5,0.444,0.377,2.077
-34.5,-96.5,0.449,0.382,2.098
-34.5,-95.5,0.456,0.387,2.122
-34.5,-94.5,0.463,0.394,2.150
-34.5,-93.5,0.469,0.400,2.177
-34.5,-92.5,0.477,0.408,2.207
-34.5,-91.5,0.485,0.415,2.239
-34.5,-90.5,0.494,0.424,2.275
-34.5,-89.5,0.503,0.432,2.310
-34.5,-88.5,0.511,0.441,2.346
-34.5,-87.5,0.522,0.451,2.390
-34.5,-86.5,0.535,0.463,2.439
-34.5,-85.5,0.548,0.476,2.493
-34.5,-84.5,0.563,0.490,2.554
-34.5,-83.5,0.580,0.507,2.623
-34.5,-82.5,0.600,0.526,2.702
-34.5,-81.5,0.623,0.548,2.793
-34.5,-80.5,0.650,0.573,2.898
-34.5,-79.5,0.681,0.602,3.021
-34.5,-78.5,0.718,0.638,3.172
-34.5,-77.5,0.765,0.683,3.359
-34.5,-76.5,0.827,0.742,3.605
-34.5,-75.5,0.915,0.824,3.952
-34.5,-74.5,1.078,0.977,4.590
-34.5,-73.5,1.605,1.460,6.627
-34.5,-72.5,2.034,1.862,8.321
-34.5,-71.5,2.644,2.466,10.848
-34.5,-70.5,3.014,2.801,12.190
-34.5,-69.5,3.183,2.902,12.464
-34.5,-68.5,3.124,2.841,12.205
-34.5,-67.5,3.086,2.807,12.054
-34.5,-66.5,3.110,2.820,12.102
-34.5,-65.5,3.108,2.819,12.083
-34.5,-64.5,3.069,2.783,11.945
-34.5,-63.5,3.063,2.781,11.925
-34.5,-62.5,3.069,2.788,11.955
-34.5,-61.5,3.045,2.770,11.895
-34.5,-60.5,2.992,2.733,11.773
-34.5,-59.5,2.933,2.689,11.664
-34.5,-58.5,2.860,2.628,11.460
-34.5,-57.5,2.667,2.458,10.850
-34.5,-56.5,2.571,2.374,10.518
-34.5,-55.5,2.506,2.313,10.278
-34.5,-54.5,2.424,2.234,9.925
-34.5,-53.5,2.343,2.151,9.488
-34.5,-52.5,2.110,1.947,8.576
-34.5,-51.5,1.615,1.516,6.711
-34.5,-50.5,1.415,1.329,5.927
-34.5,-49.5,1.262,1.184,5.330
-34.5,-48.5,1.161,1.087,4.934
-34.5,-47.5,1.085,1.013,4.633
-34.5,-46.5,1.020,0.950,4.378
-34.5,-45.5,0.957,0.887,4.129
-34.5,-44.5,0.894,0.825,3.882
-34.5,-43.5,0.835,0.765,3.650
-34.5,-42.5,0.797,0.727,3.499
-34.5,-41.5,0.765,0.696,3.373
-34.5,-40.5,0.734,0.665,3.250
-34.5,-39.5,0.710,0.641,3.153
-34.5,-38.5,0.692,0.624,3.082
-34.5,-37.5,0.673,0.605,3.006
-34.5,-36.5,0.653,0.585,2.925
-34.5,-35.5,0.635,0.567,2.853
-34.5,-34.5,0.622,0.554,2.800
-34.5,-33.5,0.608,0.540,2.744
-34.5,-32.5,0.594,0.525,2.687
-34.5,-31.5,0.584,0.514,2.644
-34.5,-30.5,0.573,0.503,2.600
-34.5,-29.5,0.559,0.490,2.546
-34.5,-28.5,0.549,0.480,2.506
-34.5,-27.5,0.540,0.471,2.471
-34.5,-26.5,0.533,0.464,2.442
-34.5,-25.5,0.528,0.459,2.420
-34.5,-24.5,0.523,0.454,2.400
-34.5,-23.5,0.519,0.450,2.384
-34.5,-22.5,0.514,0.446,2.367
-34.5,-21.5,0.511,0.443,2.355
-34.5,-20.5,0.509,0.441,2.346
-34.5,-19.5,0.507,0.439,2.338
-34.5,-18.5,0.505,0.437,2.330
-34.5,-17.5,0.504,0.436,2.326
-34.5,-16.5,0.505,0.436,2.326
-34.5,-15.5,0.504,0.435,2.323
-34.5,-14.5,0.503,0.434,2.321
-34.5,-13.5,0.503,0.434,2.320
-34.5,-12.5,0.504,0.435,2.322
-34.5,-11.5,0.505,0.436,2.326
-34.5,-10.5,0.507,0.438,2.332
-34.5,-9.5,0.508,0.439,2.339
-34.5,-8.5,0.511,0.443,2.351
-34.5,-7.5,0.514,0.446,2.364
-34.5,-6.5,0.516,0.448,2.373
-34.5,-5.5,0.521,0.451,2.388
-34.5,-4.5,0.525,0.454,2.401
-34.5,-3.5,0.528,0.458,2.414
-34.5,-2.5,0.531,0.461,2.427
-34.5,-1.5,0.533,0.463,2.438
-34.5,-0.5,0.540,0.470,2.463
-34.5,0.5,0.545,0.475,2.484
-34.5,1.5,0.551,0.481,2.510
-34.5,2.5,0.557,0.487,2.534
-34.5,3.5,0.565,0.495,2.568
-34.5,4.5,0.576,0.506,2.610
-34.5,5.5,0.587,0.517,2.653
-34.5,6.5,0.600,0.529,2.705
-34.5,7.5,0.618,0.546,2.774
-34.5,8.5,0.640,0.568,2.860
-34.5,9.5,0.669,0.597,2.975
-34.5,10.5,0.691,0.617,3.058
-34.5,11.5,0.727,0.650,3.193
-34.5,12.5,0.774,0.695,3.374
-34.5,13.5,0.841,0.760,3.633
-34.5,14.5,0.930,0.845,3.976
-34.5,15.5,1.026,0.936,4.345
-34.5,16.5,1.142,1.046,4.796
-34.5,17.5,1.296,1.185,5.394
-34.5,18.5,1.862,1.691,7.536
-34.5,19.5,2.102,1.905,8.441
-34.5,20.5,2.242,2.035,8.969
-34.5,21.5,2.227,2.033,8.989
-34.5,22.5,2.137,1.968,8.772
-34.5,23.5,2.095,1.940,8.669
-34.5,24.5,2.028,1.879,8.417
-34.5,25.5,1.908,1.764,7.930
-34.5,26.5,1.409,1.307,5.990
-34.5,27.5,1.296,1.201,5.513
-34.5,28.5,1.239,1.148,5.264
-34.5,29.5,1.172,1.083,4.984
-34.5,30.5,1.108,1.020,4.719
-34.5,31.5,1.031,0.943,4.406
-34.5,32.5,0.983,0.896,4.206
-34.5,33.5,0.998,0.906,4.251
-34.5,34.5,1.342,1.214,5.535
-34.5,35.5,1.319,1.191,5.438
-34.5,36.5,0.894,0.807,3.838
-34.5,37.5,0.789,0.712,3.441
-34.5,38.5,0.749,0.674,3.285
-34.5,39.5,0.717,0.644,3.162
-34.5,40.5,0.694,0.621,3.071
-34.5,41.5,0.677,0.604,3.001
-34.5,42.5,0.662,0.588,2.939
-34.5,43.5,0.654,0.577,2.898
-34.5,44.5,0.645,0.567,2.859
-34.5,45.5,0.633,0.556,2.814
-34.5,46.5,0.619,0.544,2.762
-34.5,47.5,0.606,0.532,2.714
-34.5,48.5,0.591,0.517,2.654
-34.5,49.5,0.584,0.511,2.629
-34.5,50.5,0.579,0.507,2.607
-34.5,51.5,0.569,0.498,2.572
-34.5,52.5,0.555,0.484,2.517
-34.5,53.5,0.546,0.475,2.481
-34.5,54.5,0.537,0.466,2.447
-34.5,55.5,0.530,0.460,2.420
-34.5,56.5,0.524,0.454,2.395
-34.5,57.5,0.515,0.447,2.366
-34.5,58.5,0.509,0.442,2.344
-34.5,59.5,0.507,0.440,2.334
-34.5,60.5,0.506,0.440,2.331
-34.5,61.5,0.503,0.437,2.320
-34.5,62.5,0.500,0.434,2.307
-34.5,63.5,0.496,0.430,2.293
-34.5,64.5,0.492,0.426,2.277
-34.5,65.5,0.490,0.424,2.267
-34.5,66.5,0.486,0.421,2.255
-34.5,67.5,0.482,0.416,2.238
-34.5,68.5,0.479,0.413,2.226
-34.5,69.5,0.477,0.411,2.216
-34.5,70.5,0.475,0.409,2.208
-34.5,71.5,0.474,0.407,2.203
-34.5,72.5,0.473,0.407,2.201
-34.5,73.5,0.473,0.406,2.199
-34.5,74.5,0.474,0.406,2.200
-34.5,75.5,0.474,0.406,2.200
-34.5,76.5,0.474,0.407,2.202
-34.5,77.5,0.476,0.407,2.206
-34.5,78.5,0.476,0.408,2.207
-34.5,79.5,0.475,0.408,2.206
-34.5,80.5,0.477,0.410,2.213
-34.5,81.5,0.482,0.414,2.230
-34.5,82.5,0.485,0.416,2.240
-34.5,83.5,0.485,0.417,2.241
-34.5,84.5,0.486,0.419,2.247
-34.5,85.5,0.489,0.422,2.258
-34.5,86.5,0.495,0.427,2.280
-34.5,87.5,0.501,0.434,2.304
-34.5,88.5,0.500,0.433,2.301
-34.5,89.5,0.496,0.429,2.286
-34.5,90.5,0.495,0.427,2.282
-34.5,91.5,0.498,0.429,2.290
-34.5,92.5,0.499,0.431,2.297
-34.5,93.5,0.500,0.431,2.300
-34.5,94.5,0.502,0.433,2.309
-34.5,95.5,0.505,0.436,2.321
-34.5,96.5,0.509,0.440,2.338
-34.5,97.5,0.514,0.445,2.357
-34.5,98.5,0.520,0.450,2.380
-34.5,99.5,0.528,0.459,2.414
-34.5,100.5,0.538,0.468,2.451
-34.5,101.5,0.547,0.477,2.489
-34.5,102.5,0.560,0.491,2.544
-34.5,103.5,0.575,0.507,2.608
-34.5,104.5,0.593,0.525,2.678
-34.5,105.5,0.611,0.543,2.752
-34.5,106.5,0.627,0.558,2.815
-34.5,107.5,0.649,0.578,2.902
-34.5,108.5,0.694,0.621,3.079
-34.5,109.5,0.803,0.722,3.495
-34.5,110.5,1.217,1.097,5.062
-34.5,111.5,1.327,1.201,5.495
-34.5,112.5,1.389,1.263,5.756
-34.5,113.5,1.501,1.369,6.216
-34.5,114.5,1.711,1.568,7.074
-34.5,115.5,1.920,1.779,8.015
-34.5,116.5,2.189,2.081,9.496
-34.5,117.5,2.286,2.174,9.908
-34.5,118.5,2.188,2.033,9.164
-34.5,119.5,2.017,1.870,8.456
-34.5,120.5,1.410,1.323,6.200
-34.5,121.5,1.310,1.229,5.793
-34.5,122.5,1.280,1.196,5.643
-34.5,123.5,1.264,1.174,5.517
-34.5,124.5,1.245,1.146,5.352
-34.5,125.5,1.250,1.145,5.305
-34.5,126.5,1.276,1.168,5.363
-34.5,127.5,1.298,1.188,5.419
-34.5,128.5,1.335,1.226,5.545
-34.5,129.5,1.402,1.294,5.789
-34.5,130.5,1.510,1.402,6.192
-34.5,131.5,1.544,1.431,6.309
-34.5,132.5,1.478,1.353,6.041
-34.5,133.5,1.521,1.379,6.196
-34.5,134.5,2.177,1.965,8.611
-34.5,135.5,2.344,2.113,9.234
-34.5,136.5,2.400,2.163,9.457
-34.5,137.5,2.434,2.193,9.594
-34.5,138.5,2.531,2.277,9.922
-34.5,139.5,2.559,2.303,10.026
-34.5,140.5,2.511,2.268,9.890
-34.5,141.5,2.501,2.260,9.855
-34.5,142.5,2.496,2.255,9.841
-34.5,143.5,2.492,2.252,9.835
-34.5,144.5,2.498,2.259,9.883
-34.5,145.5,2.500,2.262,9.903
-34.5,146.5,2.507,2.261,9.925
-34.5,147.5,2.508,2.256,9.917
-34.5,148.5,2.522,2.265,9.925
-34.5,149.5,2.460,2.208,9.670
-34.5,150.5,2.177,1.961,8.648
-34.5,151.5,1.831,1.650,7.360
-34.5,152.5,1.215,1.095,5.019
-34.5,153.5,1.022,0.917,4.272
-34.5,154.5,0.892,0.796,3.772
-34.5,155.5,0.812,0.721,3.463
-34.5,156.5,0.767,0.680,3.292
-34.5,157.5,0.743,0.657,3.196
-34.5,158.5,0.742,0.656,3.188
-34.5,159.5,0.764,0.677,3.269
-34.5,160.5,0.819,0.726,3.469
-34.5,161.5,0.904,0.805,3.790
-34.5,162.5,1.298,1.162,5.286
-34.5,163.5,1.346,1.205,5.466
-34.5,164.5,1.298,1.161,5.283
-34.5,165.5,1.184,1.059,4.855
-34.5,166.5,0.818,0.727,3.457
-34.5,167.5,0.738,0.652,3.152
-34.5,168.5,0.712,0.627,3.051
-34.5,169.5,0.707,0.622,3.030
-34.5,170.5,0.729,0.643,3.110
-34.5,171.5,0.811,0.717,3.409
-34.5,172.5,1.337,1.183,5.297
-34.5,173.5,1.421,1.258,5.608
-34.5,174.5,1.284,1.143,5.203
-34.5,175.5,1.263,1.124,5.133
-34.5,176.5,1.183,1.050,4.826
-34.5,177.5,1.082,0.957,4.447
-34.5,178.5,0.689,0.601,2.962
-34.5,179.5,0.602,0.521,2.631
-35.5,-179.5,0.617,0.537,2.692
-35.5,-178.5,0.553,0.479,2.457
-35.5,-177.5,0.519,0.448,2.333
-35.5,-176.5,0.495,0.426,2.244
-35.5,-175.5,0.479,0.412,2.188
-35.5,-174.5,0.464,0.398,2.130
-35.5,-173.5,0.450,0.385,2.079
-35.5,-172.5,0.440,0.375,2.042
-35.5,-171.5,0.433,0.368,2.014
-35.5,-170.5,0.423,0.358,1.976
-35.5,-169.5,0.417,0.353,1.956
-35.5,-168.5,0.414,0.349,1.941
-35.5,-167.5,0.407,0.343,1.917
-35.5,-166.5,0.400,0.336,1.890
-35.5,-165.5,0.396,0.333,1.876
-35.5,-164.5,0.392,0.330,1.862
-35.5,-163.5,0.387,0.325,1.843
-35.5,-162.5,0.382,0.320,1.824
-35.5,-161.5,0.379,0.317,1.811
-35.5,-160.5,0.376,0.314,1.800
-35.5,-159.5,0.374,0.312,1.793
-35.5,-158.5,0.373,0.311,1.788
-35.5,-157.5,0.370,0.309,1.779
-35.5,-156.5,0.367,0.306,1.768
-35.5,-155.5,0.365,0.304,1.761
-35.5,-154.5,0.363,0.302,1.754
-35.5,-153.5,0.362,0.301,1.750
-35.5,-152.5,0.360,0.300,1.744
-35.5,-151.5,0.359,0.299,1.740
-35.5,-150.5,0.358,0.298,1.737
-35.5,-149.5,0.358,0.297,1.735
-35.5,-148.5,0.358,0.297,1.735
-35.5,-147.5,0.358,0.297,1.733
-35.5,-146.5,0.358,0.296,1.733
-35.5,-145.5,0.358,0.296,1.731
-35.5,-144.5,0.357,0.295,1.729
-35.5,-143.5,0.357,0.295,1.729
-35.5,-142.5,0.359,0.296,1.734
-35.5,-141.5,0.359,0.297,1.735
-35.5,-140.5,0.358,0.296,1.733
-35.5,-139.5,0.358,0.296,1.732
-35.5,-138.5,0.356,0.294,1.727
-35.5,-137.5,0.356,0.295,1.728
-35.5,-136.5,0.357,0.295,1.730
-35.5,-135.5,0.357,0.295,1.732
-35.5,-134.5,0.357,0.296,1.733
-35.5,-133.5,0.359,0.297,1.738
-35.5,-132.5,0.361,0.298,1.744
-35.5,-131.5,0.362,0.299,1.749
-35.5,-130.5,0.363,0.300,1.752
-35.5,-129.5,0.364,0.301,1.756
-35.5,-128.5,0.365,0.301,1.760
-35.5,-127.5,0.365,0.302,1.763
-35.5,-126.5,0.367,0.303,1.768
-35.5,-125.5,0.368,0.305,1.774
-35.5,-124.5,0.369,0.305,1.776
-35.5,-123.5,0.370,0.306,1.780
-35.5,-122.5,0.371,0.308,1.787
-35.5,-121.5,0.373,0.310,1.794
-35.5,-120.5,0.376,0.311,1.803
-35.5,-119.5,0.378,0.313,1.811
-35.5,-118.5,0.380,0.315,1.820
-35.5,-117.5,0.382,0.317,1.828
-35.5,-116.5,0.385,0.320,1.838
-35.5,-115.5,0.389,0.323,1.851
-35.5,-114.5,0.394,0.327,1.868
-35.5,-113.5,0.397,0.329,1.879
-35.5,-112.5,0.398,0.331,1.885
-35.5,-111.5,0.399,0.332,1.892
-35.5,-110.5,0.401,0.334,1.898
-35.5,-109.5,0.402,0.336,1.906
-35.5,-108.5,0.405,0.338,1.917
-35.5,-107.5,0.407,0.341,1.926
-35.5,-106.5,0.409,0.342,1.934
-35.5,-105.5,0.412,0.345,1.945
-35.5,-104.5,0.414,0.348,1.957
-35.5,-103.5,0.418,0.351,1.970
-35.5,-102.5,0.421,0.355,1.985
-35.5,-101.5,0.425,0.359,2.002
-35.5,-100.5,0.430,0.363,2.020
-35.5,-99.5,0.434,0.367,2.037
-35.5,-98.5,0.438,0.371,2.053
-35.5,-97.5,0.443,0.376,2.074
-35.5,-96.5,0.449,0.381,2.096
-35.5,-95.5,0.455,0.387,2.121
-35.5,-94.5,0.464,0.395,2.153
-35.5,-93.5,0.471,0.401,2.181
-35.5,-92.5,0.478,0.408,2.208
-35.5,-91.5,0.485,0.415,2.238
-35.5,-90.5,0.493,0.423,2.271
-35.5,-89.5,0.502,0.431,2.306
-35.5,-88.5,0.511,0.441,2.345
-35.5,-87.5,0.522,0.451,2.390
-35.5,-86.5,0.534,0.463,2.438
-35.5,-85.5,0.548,0.476,2.491
-35.5,-84.5,0.563,0.490,2.552
-35.5,-83.5,0.580,0.506,2.621
-35.5,-82.5,0.600,0.525,2.699
-35.5,-81.5,0.622,0.547,2.789
-35.5,-80.5,0.649,0.572,2.894
-35.5,-79.5,0.680,0.602,3.019
-35.5,-78.5,0.719,0.639,3.174
-35.5,-77.5,0.769,0.685,3.369
-35.5,-76.5,0.837,0.749,3.634
-35.5,-75.5,0.932,0.839,4.010
-35.5,-74.5,1.116,1.011,4.729
-35.5,-73.5,1.691,1.536,6.943
-35.5,-72.5,2.118,1.934,8.617
-35.5,-71.5,2.657,2.469,10.844
-35.5,-70.5,2.952,2.734,11.911
-35.5,-69.5,3.089,2.811,12.093
-35.5,-68.5,3.058,2.774,11.922
-35.5,-67.5,3.027,2.751,11.806
-35.5,-66.5,3.061,2.777,11.898
-35.5,-65.5,3.071,2.781,11.917
-35.5,-64.5,3.042,2.757,11.820
-35.5,-63.5,3.031,2.747,11.780
-35.5,-62.5,3.024,2.742,11.758
-35.5,-61.5,2.998,2.720,11.676
-35.5,-60.5,2.938,2.674,11.496
-35.5,-59.5,2.858,2.614,11.266
-35.5,-58.5,2.778,2.547,11.006
-35.5,-57.5,2.586,2.374,10.380
-35.5,-56.5,2.503,2.293,10.076
-35.5,-55.5,2.440,2.235,9.848
-35.5,-54.5,2.357,2.158,9.520
-35.5,-53.5,2.267,2.076,9.107
-35.5,-52.5,1.988,1.833,8.067
-35.5,-51.5,1.492,1.399,6.205
-35.5,-50.5,1.300,1.219,5.462
-35.5,-49.5,1.174,1.097,4.973
-35.5,-48.5,1.079,1.005,4.604
-35.5,-47.5,1.000,0.927,4.294
-35.5,-46.5,0.946,0.875,4.083
-35.5,-45.5,0.895,0.825,3.882
-35.5,-44.5,0.844,0.775,3.684
-35.5,-43.5,0.808,0.739,3.540
-35.5,-42.5,0.777,0.709,3.418
-35.5,-41.5,0.750,0.682,3.311
-35.5,-40.5,0.722,0.654,3.200
-35.5,-39.5,0.699,0.631,3.107
-35.5,-38.5,0.680,0.612,3.031
-35.5,-37.5,0.664,0.597,2.968
-35.5,-36.5,0.646,0.579,2.898
-35.5,-35.5,0.629,0.561,2.827
-35.5,-34.5,0.614,0.546,2.767
-35.5,-33.5,0.600,0.532,2.710
-35.5,-32.5,0.586,0.518,2.654
-35.5,-31.5,0.576,0.508,2.614
-35.5,-30.5,0.566,0.497,2.571
-35.5,-29.5,0.552,0.484,2.520
-35.5,-28.5,0.543,0.474,2.482
-35.5,-27.5,0.536,0.467,2.453
-35.5,-26.5,0.530,0.461,2.430
-35.5,-25.5,0.525,0.456,2.409
-35.5,-24.5,0.519,0.451,2.388
-35.5,-23.5,0.516,0.447,2.373
-35.5,-22.5,0.512,0.444,2.359
-35.5,-21.5,0.509,0.441,2.348
-35.5,-20.5,0.507,0.439,2.339
-35.5,-19.5,0.506,0.437,2.333
-35.5,-18.5,0.506,0.437,2.331
-35.5,-17.5,0.505,0.436,2.327
-35.5,-16.5,0.503,0.434,2.318
-35.5,-15.5,0.502,0.433,2.316
-35.5,-14.5,0.502,0.433,2.316
-35.5,-13.5,0.502,0.434,2.317
-35.5,-12.5,0.502,0.434,2.317
-35.5,-11.5,0.504,0.435,2.323
-35.5,-10.5,0.506,0.438,2.333
-35.5,-9.5,0.512,0.444,2.356
-35.5,-8.5,0.514,0.446,2.362
-35.5,-7.5,0.514,0.445,2.361
-35.5,-6.5,0.514,0.445,2.363
-35.5,-5.5,0.515,0.446,2.367
-35.5,-4.5,0.520,0.450,2.383
-35.5,-3.5,0.523,0.453,2.396
-35.5,-2.5,0.523,0.454,2.399
-35.5,-1.5,0.529,0.460,2.424
-35.5,-0.5,0.534,0.465,2.443
-35.5,0.5,0.539,0.470,2.462
-35.5,1.5,0.548,0.479,2.500
-35.5,2.5,0.555,0.486,2.527
-35.5,3.5,0.560,0.491,2.550
-35.5,4.5,0.566,0.497,2.573
-35.5,5.5,0.577,0.507,2.615
-35.5,6.5,0.590,0.519,2.664
-35.5,7.5,0.608,0.537,2.735
-35.5,8.5,0.626,0.554,2.806
-35.5,9.5,0.647,0.575,2.888
-35.5,10.5,0.666,0.593,2.963
-35.5,11.5,0.689,0.614,3.051
-35.5,12.5,0.722,0.646,3.178
-35.5,13.5,0.765,0.687,3.344
-35.5,14.5,0.819,0.738,3.551
-35.5,15.5,0.880,0.797,3.789
-35.5,16.5,0.971,0.885,4.141
-35.5,17.5,1.100,1.005,4.641
-35.5,18.5,1.529,1.391,6.281
-35.5,19.5,1.764,1.603,7.168
-35.5,20.5,1.949,1.771,7.857
-35.5,21.5,1.980,1.809,8.004
