Latitude,Longitude,U,Th,K
-35.5,22.5,1.906,1.751,7.769
-35.5,23.5,1.823,1.676,7.473
-35.5,24.5,1.699,1.563,7.006
-35.5,25.5,1.563,1.438,6.489
-35.5,26.5,1.244,1.149,5.265
-35.5,27.5,1.159,1.069,4.925
-35.5,28.5,1.104,1.015,4.698
-35.5,29.5,1.050,0.964,4.482
-35.5,30.5,0.984,0.900,4.219
-35.5,31.5,0.925,0.843,3.986
-35.5,32.5,0.904,0.821,3.895
-35.5,33.5,0.926,0.840,3.970
-35.5,34.5,1.207,1.091,5.020
-35.5,35.5,1.137,1.027,4.756
-35.5,36.5,0.828,0.747,3.586
-35.5,37.5,0.748,0.673,3.283
-35.5,38.5,0.720,0.647,3.175
-35.5,39.5,0.697,0.624,3.083
-35.5,40.5,0.676,0.604,3.000
-35.5,41.5,0.659,0.587,2.932
-35.5,42.5,0.640,0.566,2.852
-35.5,43.5,0.632,0.556,2.816
-35.5,44.5,0.625,0.549,2.786
-35.5,45.5,0.614,0.539,2.745
-35.5,46.5,0.602,0.528,2.697
-35.5,47.5,0.588,0.516,2.648
-35.5,48.5,0.575,0.503,2.597
-35.5,49.5,0.573,0.502,2.590
-35.5,50.5,0.566,0.495,2.562
-35.5,51.5,0.557,0.486,2.527
-35.5,52.5,0.544,0.473,2.476
-35.5,53.5,0.537,0.466,2.448
-35.5,54.5,0.531,0.461,2.425
-35.5,55.5,0.526,0.456,2.405
-35.5,56.5,0.521,0.452,2.386
-35.5,57.5,0.512,0.445,2.356
-35.5,58.5,0.508,0.441,2.339
-35.5,59.5,0.507,0.441,2.336
-35.5,60.5,0.505,0.439,2.328
-35.5,61.5,0.502,0.436,2.316
-35.5,62.5,0.499,0.433,2.304
-35.5,63.5,0.496,0.430,2.292
-35.5,64.5,0.493,0.427,2.280
-35.5,65.5,0.490,0.424,2.268
-35.5,66.5,0.486,0.420,2.252
-35.5,67.5,0.481,0.415,2.233
-35.5,68.5,0.478,0.412,2.221
-35.5,69.5,0.475,0.409,2.212
-35.5,70.5,0.474,0.408,2.204
-35.5,71.5,0.472,0.406,2.199
-35.5,72.5,0.472,0.406,2.197
-35.5,73.5,0.472,0.405,2.196
-35.5,74.5,0.473,0.406,2.198
-35.5,75.5,0.474,0.406,2.202
-35.5,76.5,0.475,0.407,2.204
-35.5,77.5,0.475,0.407,2.205
-35.5,78.5,0.476,0.407,2.207
-35.5,79.5,0.476,0.408,2.210
-35.5,80.5,0.479,0.411,2.219
-35.5,81.5,0.482,0.414,2.229
-35.5,82.5,0.483,0.415,2.235
-35.5,83.5,0.484,0.417,2.240
-35.5,84.5,0.485,0.418,2.245
-35.5,85.5,0.486,0.420,2.251
-35.5,86.5,0.490,0.423,2.265
-35.5,87.5,0.494,0.427,2.277
-35.5,88.5,0.493,0.426,2.276
-35.5,89.5,0.493,0.425,2.274
-35.5,90.5,0.494,0.426,2.278
-35.5,91.5,0.496,0.428,2.287
-35.5,92.5,0.498,0.430,2.295
-35.5,93.5,0.500,0.432,2.304
-35.5,94.5,0.501,0.433,2.306
-35.5,95.5,0.503,0.434,2.313
-35.5,96.5,0.506,0.437,2.326
-35.5,97.5,0.508,0.440,2.338
-35.5,98.5,0.513,0.445,2.359
-35.5,99.5,0.521,0.452,2.388
-35.5,100.5,0.528,0.459,2.417
-35.5,101.5,0.536,0.467,2.448
-35.5,102.5,0.545,0.476,2.485
-35.5,103.5,0.557,0.488,2.534
-35.5,104.5,0.574,0.506,2.604
-35.5,105.5,0.592,0.523,2.676
-35.5,106.5,0.610,0.541,2.750
-35.5,107.5,0.631,0.561,2.833
-35.5,108.5,0.668,0.596,2.977
-35.5,109.5,0.750,0.672,3.289
-35.5,110.5,1.050,0.947,4.437
-35.5,111.5,1.150,1.040,4.826
-35.5,112.5,1.200,1.088,5.031
-35.5,113.5,1.282,1.166,5.370
-35.5,114.5,1.425,1.302,5.960
-35.5,115.5,1.568,1.447,6.610
-35.5,116.5,1.790,1.699,7.822
-35.5,117.5,1.841,1.747,8.040
-35.5,118.5,1.726,1.596,7.258
-35.5,119.5,1.577,1.452,6.626
-35.5,120.5,1.137,1.052,4.955
-35.5,121.5,1.051,0.970,4.610
-35.5,122.5,1.025,0.943,4.491
-35.5,123.5,1.016,0.932,4.431
-35.5,124.5,1.014,0.927,4.392
-35.5,125.5,1.018,0.929,4.382
-35.5,126.5,1.023,0.931,4.376
-35.5,127.5,1.032,0.938,4.395
-35.5,128.5,1.051,0.955,4.451
-35.5,129.5,1.076,0.979,4.538
-35.5,130.5,1.127,1.029,4.723
-35.5,131.5,1.193,1.092,4.964
-35.5,132.5,1.277,1.172,5.276
-35.5,133.5,1.423,1.306,5.824
-35.5,134.5,1.932,1.763,7.720
-35.5,135.5,2.111,1.920,8.386
-35.5,136.5,2.219,2.003,8.776
-35.5,137.5,2.314,2.084,9.124
-35.5,138.5,2.422,2.178,9.499
-35.5,139.5,2.438,2.194,9.573
-35.5,140.5,2.407,2.172,9.498
-35.5,141.5,2.427,2.190,9.572
-35.5,142.5,2.430,2.193,9.591
-35.5,143.5,2.432,2.195,9.609
-35.5,144.5,2.448,2.211,9.696
-35.5,145.5,2.468,2.229,9.777
-35.5,146.5,2.479,2.232,9.813
-35.5,147.5,2.491,2.239,9.842
-35.5,148.5,2.486,2.231,9.778
-35.5,149.5,2.327,2.088,9.180
-35.5,150.5,1.961,1.763,7.840
-35.5,151.5,1.588,1.431,6.449
-35.5,152.5,1.072,0.964,4.472
-35.5,153.5,0.919,0.823,3.883
-35.5,154.5,0.835,0.745,3.560
-35.5,155.5,0.778,0.691,3.339
-35.5,156.5,0.743,0.658,3.202
-35.5,157.5,0.720,0.636,3.112
-35.5,158.5,0.715,0.632,3.090
-35.5,159.5,0.723,0.639,3.114
-35.5,160.5,0.746,0.660,3.197
-35.5,161.5,0.816,0.724,3.459
-35.5,162.5,1.195,1.068,4.900
-35.5,163.5,1.270,1.137,5.184
-35.5,164.5,1.307,1.169,5.321
-35.5,165.5,1.285,1.148,5.230
-35.5,166.5,0.897,0.799,3.757
-35.5,167.5,0.822,0.732,3.472
-35.5,168.5,0.780,0.692,3.308
-35.5,169.5,0.758,0.671,3.221
-35.5,170.5,0.776,0.686,3.283
-35.5,171.5,0.890,0.791,3.703
-35.5,172.5,1.472,1.313,5.802
-35.5,173.5,1.620,1.440,6.332
-35.5,174.5,1.519,1.356,6.065
-35.5,175.5,1.503,1.340,6.012
-35.5,176.5,1.398,1.244,5.623
-35.5,177.5,1.256,1.115,5.095
-35.5,178.5,0.809,0.710,3.412
-35.5,179.5,0.698,0.609,2.992
-36.5,-179.5,0.683,0.595,2.938
-36.5,-178.5,0.587,0.509,2.581
-36.5,-177.5,0.541,0.468,2.413
-36.5,-176.5,0.511,0.441,2.306
-36.5,-175.5,0.496,0.428,2.249
-36.5,-174.5,0.479,0.413,2.189
-36.5,-173.5,0.462,0.396,2.126
-36.5,-172.5,0.449,0.383,2.076
-36.5,-171.5,0.439,0.373,2.035
-36.5,-170.5,0.431,0.366,2.008
-36.5,-169.5,0.422,0.357,1.972
-36.5,-168.5,0.416,0.350,1.947
-36.5,-167.5,0.409,0.344,1.924
-36.5,-166.5,0.404,0.339,1.903
-36.5,-165.5,0.399,0.336,1.889
-36.5,-164.5,0.396,0.333,1.877
-36.5,-163.5,0.390,0.327,1.854
-36.5,-162.5,0.385,0.323,1.836
-36.5,-161.5,0.381,0.319,1.822
-36.5,-160.5,0.378,0.316,1.809
-36.5,-159.5,0.376,0.314,1.801
-36.5,-158.5,0.375,0.313,1.797
-36.5,-157.5,0.372,0.310,1.787
-36.5,-156.5,0.369,0.308,1.776
-36.5,-155.5,0.367,0.306,1.768
-36.5,-154.5,0.365,0.304,1.763
-36.5,-153.5,0.364,0.303,1.757
-36.5,-152.5,0.362,0.301,1.751
-36.5,-151.5,0.360,0.300,1.745
-36.5,-150.5,0.359,0.299,1.741
-36.5,-149.5,0.359,0.298,1.739
-36.5,-148.5,0.359,0.298,1.738
-36.5,-147.5,0.359,0.298,1.737
-36.5,-146.5,0.359,0.298,1.738
-36.5,-145.5,0.359,0.297,1.736
-36.5,-144.5,0.358,0.297,1.735
-36.5,-143.5,0.358,0.297,1.735
-36.5,-142.5,0.360,0.298,1.739
-36.5,-141.5,0.360,0.298,1.739
-36.5,-140.5,0.359,0.297,1.737
-36.5,-139.5,0.359,0.297,1.736
-36.5,-138.5,0.357,0.295,1.731
-36.5,-137.5,0.357,0.295,1.731
-36.5,-136.5,0.357,0.296,1.734
-36.5,-135.5,0.358,0.296,1.735
-36.5,-134.5,0.358,0.296,1.736
-36.5,-133.5,0.359,0.297,1.739
-36.5,-132.5,0.360,0.298,1.743
-36.5,-131.5,0.361,0.299,1.747
-36.5,-130.5,0.362,0.300,1.751
-36.5,-129.5,0.363,0.300,1.755
-36.5,-128.5,0.364,0.301,1.758
-36.5,-127.5,0.365,0.302,1.762
-36.5,-126.5,0.366,0.304,1.768
-36.5,-125.5,0.369,0.305,1.776
-36.5,-124.5,0.369,0.306,1.779
-36.5,-123.5,0.371,0.307,1.785
-36.5,-122.5,0.372,0.309,1.791
-36.5,-121.5,0.374,0.310,1.796
-36.5,-120.5,0.375,0.312,1.803
-36.5,-119.5,0.377,0.313,1.811
-36.5,-118.5,0.380,0.315,1.819
-36.5,-117.5,0.382,0.318,1.828
-36.5,-116.5,0.385,0.320,1.839
-36.5,-115.5,0.389,0.324,1.854
-36.5,-114.5,0.395,0.328,1.873
-36.5,-113.5,0.398,0.331,1.885
-36.5,-112.5,0.400,0.332,1.892
-36.5,-111.5,0.402,0.334,1.901
-36.5,-110.5,0.403,0.336,1.907
-36.5,-109.5,0.404,0.337,1.913
-36.5,-108.5,0.407,0.340,1.923
-36.5,-107.5,0.409,0.342,1.931
-36.5,-106.5,0.410,0.343,1.937
-36.5,-105.5,0.412,0.346,1.946
-36.5,-104.5,0.414,0.348,1.956
-36.5,-103.5,0.417,0.351,1.970
-36.5,-102.5,0.421,0.355,1.985
-36.5,-101.5,0.426,0.359,2.003
-36.5,-100.5,0.430,0.363,2.020
-36.5,-99.5,0.434,0.367,2.038
-36.5,-98.5,0.438,0.371,2.054
-36.5,-97.5,0.444,0.376,2.076
-36.5,-96.5,0.449,0.381,2.097
-36.5,-95.5,0.455,0.387,2.122
-36.5,-94.5,0.464,0.395,2.153
-36.5,-93.5,0.471,0.401,2.180
-36.5,-92.5,0.477,0.408,2.208
-36.5,-91.5,0.485,0.415,2.237
-36.5,-90.5,0.493,0.423,2.269
-36.5,-89.5,0.502,0.431,2.306
-36.5,-88.5,0.511,0.441,2.345
-36.5,-87.5,0.522,0.451,2.389
-36.5,-86.5,0.534,0.463,2.437
-36.5,-85.5,0.548,0.475,2.490
-36.5,-84.5,0.563,0.490,2.550
-36.5,-83.5,0.580,0.506,2.620
-36.5,-82.5,0.600,0.525,2.699
-36.5,-81.5,0.623,0.547,2.788
-36.5,-80.5,0.650,0.572,2.895
-36.5,-79.5,0.682,0.603,3.022
-36.5,-78.5,0.721,0.640,3.178
-36.5,-77.5,0.772,0.688,3.378
-36.5,-76.5,0.842,0.754,3.653
-36.5,-75.5,0.945,0.850,4.054
-36.5,-74.5,1.148,1.040,4.851
-36.5,-73.5,1.825,1.658,7.458
-36.5,-72.5,2.212,2.012,8.952
-36.5,-71.5,2.470,2.262,10.059
-36.5,-70.5,2.723,2.489,10.966
-36.5,-69.5,3.001,2.722,11.718
-36.5,-68.5,3.033,2.746,11.786
-36.5,-67.5,3.026,2.739,11.749
-36.5,-66.5,3.044,2.754,11.800
-36.5,-65.5,3.049,2.759,11.813
-36.5,-64.5,3.018,2.733,11.710
-36.5,-63.5,2.995,2.714,11.632
-36.5,-62.5,2.987,2.706,11.600
-36.5,-61.5,2.955,2.677,11.492
-36.5,-60.5,2.898,2.628,11.300
-36.5,-59.5,2.846,2.587,11.127
-36.5,-58.5,2.759,2.517,10.839
-36.5,-57.5,2.516,2.316,10.079
-36.5,-56.5,2.407,2.209,9.671
-36.5,-55.5,2.377,2.175,9.498
-36.5,-54.5,2.279,2.090,9.122
-36.5,-53.5,2.078,1.910,8.358
-36.5,-52.5,1.803,1.669,7.338
-36.5,-51.5,1.386,1.297,5.773
-36.5,-50.5,1.205,1.126,5.081
-36.5,-49.5,1.078,1.001,4.588
-36.5,-48.5,0.989,0.915,4.246
-36.5,-47.5,0.934,0.862,4.032
-36.5,-46.5,0.895,0.824,3.876
-36.5,-45.5,0.855,0.785,3.721
-36.5,-44.5,0.818,0.749,3.576
-36.5,-43.5,0.787,0.718,3.453
-36.5,-42.5,0.761,0.693,3.350
-36.5,-41.5,0.737,0.669,3.254
-36.5,-40.5,0.714,0.646,3.163
-36.5,-39.5,0.692,0.625,3.079
-36.5,-38.5,0.672,0.605,2.998
-36.5,-37.5,0.654,0.587,2.928
-36.5,-36.5,0.636,0.569,2.857
-36.5,-35.5,0.622,0.555,2.798
-36.5,-34.5,0.608,0.541,2.744
-36.5,-33.5,0.594,0.527,2.688
-36.5,-32.5,0.581,0.513,2.633
-36.5,-31.5,0.571,0.503,2.592
-36.5,-30.5,0.561,0.493,2.554
-36.5,-29.5,0.551,0.483,2.513
-36.5,-28.5,0.541,0.473,2.474
-36.5,-27.5,0.533,0.464,2.440
-36.5,-26.5,0.526,0.458,2.415
-36.5,-25.5,0.522,0.453,2.396
-36.5,-24.5,0.516,0.448,2.377
-36.5,-23.5,0.513,0.445,2.364
-36.5,-22.5,0.510,0.442,2.350
-36.5,-21.5,0.508,0.440,2.341
-36.5,-20.5,0.506,0.438,2.334
-36.5,-19.5,0.505,0.436,2.329
-36.5,-18.5,0.505,0.436,2.326
-36.5,-17.5,0.504,0.434,2.322
-36.5,-16.5,0.501,0.432,2.313
-36.5,-15.5,0.501,0.432,2.311
-36.5,-14.5,0.502,0.433,2.316
-36.5,-13.5,0.505,0.437,2.328
-36.5,-12.5,0.509,0.440,2.341
-36.5,-11.5,0.513,0.445,2.358
-36.5,-10.5,0.513,0.445,2.358
-36.5,-9.5,0.511,0.443,2.352
-36.5,-8.5,0.513,0.445,2.358
-36.5,-7.5,0.512,0.443,2.352
-36.5,-6.5,0.511,0.442,2.350
-36.5,-5.5,0.514,0.446,2.364
-36.5,-4.5,0.518,0.449,2.378
-36.5,-3.5,0.522,0.453,2.393
-36.5,-2.5,0.522,0.453,2.394
-36.5,-1.5,0.522,0.454,2.398
-36.5,-0.5,0.526,0.458,2.413
-36.5,0.5,0.533,0.465,2.442
-36.5,1.5,0.542,0.474,2.476
-36.5,2.5,0.548,0.480,2.503
-36.5,3.5,0.553,0.484,2.520
-36.5,4.5,0.560,0.491,2.549
-36.5,5.5,0.572,0.503,2.594
-36.5,6.5,0.579,0.509,2.624
-36.5,7.5,0.593,0.522,2.677
-36.5,8.5,0.609,0.538,2.738
-36.5,9.5,0.624,0.553,2.799
-36.5,10.5,0.641,0.568,2.864
-36.5,11.5,0.661,0.587,2.940
-36.5,12.5,0.684,0.609,3.029
-36.5,13.5,0.713,0.636,3.142
-36.5,14.5,0.752,0.674,3.296
-36.5,15.5,0.799,0.719,3.477
-36.5,16.5,0.858,0.776,3.706
-36.5,17.5,0.936,0.851,4.008
-36.5,18.5,1.038,0.947,4.403
-36.5,19.5,1.177,1.075,4.936
-36.5,20.5,1.624,1.477,6.616
-36.5,21.5,1.695,1.543,6.894
-36.5,22.5,1.630,1.486,6.655
-36.5,23.5,1.508,1.378,6.207
-36.5,24.5,1.194,1.094,5.026
-36.5,25.5,1.147,1.049,4.845
-36.5,26.5,1.376,1.253,5.709
-36.5,27.5,1.370,1.247,5.679
-36.5,28.5,1.303,1.186,5.417
-36.5,29.5,1.216,1.106,5.079
-36.5,30.5,0.946,0.862,4.056
-36.5,31.5,0.872,0.792,3.772
-36.5,32.5,0.844,0.765,3.660
-36.5,33.5,0.833,0.753,3.610
-36.5,34.5,0.833,0.752,3.605
-36.5,35.5,0.798,0.720,3.474
-36.5,36.5,0.744,0.669,3.265
-36.5,37.5,0.709,0.636,3.133
-36.5,38.5,0.692,0.621,3.067
-36.5,39.5,0.677,0.606,3.006
-36.5,40.5,0.662,0.591,2.945
-36.5,41.5,0.641,0.569,2.862
-36.5,42.5,0.619,0.546,2.772
-36.5,43.5,0.613,0.539,2.745
-36.5,44.5,0.608,0.534,2.723
-36.5,45.5,0.598,0.525,2.686
-36.5,46.5,0.587,0.514,2.643
-36.5,47.5,0.571,0.499,2.584
-36.5,48.5,0.564,0.493,2.556
-36.5,49.5,0.558,0.487,2.534
-36.5,50.5,0.552,0.481,2.509
-36.5,51.5,0.547,0.476,2.488
-36.5,52.5,0.537,0.466,2.449
-36.5,53.5,0.532,0.462,2.429
-36.5,54.5,0.528,0.459,2.416
-36.5,55.5,0.522,0.454,2.393
-36.5,56.5,0.517,0.450,2.375
-36.5,57.5,0.509,0.442,2.346
-36.5,58.5,0.506,0.440,2.334
-36.5,59.5,0.505,0.439,2.329
-36.5,60.5,0.503,0.437,2.321
-36.5,61.5,0.500,0.435,2.310
-36.5,62.5,0.498,0.432,2.300
-36.5,63.5,0.495,0.429,2.288
-36.5,64.5,0.492,0.427,2.278
-36.5,65.5,0.489,0.423,2.264
-36.5,66.5,0.484,0.418,2.245
-36.5,67.5,0.480,0.414,2.229
-36.5,68.5,0.477,0.411,2.217
-36.5,69.5,0.475,0.409,2.209
-36.5,70.5,0.473,0.407,2.203
-36.5,71.5,0.472,0.406,2.199
-36.5,72.5,0.472,0.406,2.198
-36.5,73.5,0.472,0.406,2.198
-36.5,74.5,0.473,0.406,2.199
-36.5,75.5,0.474,0.407,2.203
-36.5,76.5,0.476,0.408,2.209
-36.5,77.5,0.477,0.408,2.210
-36.5,78.5,0.478,0.409,2.214
-36.5,79.5,0.479,0.410,2.219
-36.5,80.5,0.480,0.412,2.225
-36.5,81.5,0.482,0.414,2.231
-36.5,82.5,0.482,0.415,2.234
-36.5,83.5,0.484,0.417,2.240
-36.5,84.5,0.484,0.417,2.243
-36.5,85.5,0.485,0.418,2.244
-36.5,86.5,0.487,0.420,2.253
-36.5,87.5,0.490,0.423,2.264
-36.5,88.5,0.491,0.424,2.270
-36.5,89.5,0.493,0.425,2.275
-36.5,90.5,0.494,0.427,2.280
-36.5,91.5,0.496,0.428,2.287
-36.5,92.5,0.498,0.431,2.298
-36.5,93.5,0.501,0.434,2.309
-36.5,94.5,0.502,0.434,2.313
-36.5,95.5,0.504,0.436,2.321
-36.5,96.5,0.506,0.437,2.328
-36.5,97.5,0.507,0.439,2.335
-36.5,98.5,0.511,0.443,2.351
-36.5,99.5,0.517,0.449,2.375
-36.5,100.5,0.523,0.454,2.397
-36.5,101.5,0.530,0.461,2.425
-36.5,102.5,0.537,0.468,2.456
-36.5,103.5,0.546,0.477,2.491
-36.5,104.5,0.556,0.487,2.534
-36.5,105.5,0.571,0.502,2.594
-36.5,106.5,0.588,0.519,2.663
-36.5,107.5,0.609,0.539,2.746
-36.5,108.5,0.639,0.568,2.864
-36.5,109.5,0.684,0.611,3.038
-36.5,110.5,0.741,0.666,3.262
-36.5,111.5,0.787,0.709,3.442
-36.5,112.5,0.825,0.746,3.600
-36.5,113.5,0.865,0.785,3.770
-36.5,114.5,0.903,0.822,3.939
-36.5,115.5,0.952,0.872,4.167
-36.5,116.5,0.996,0.919,4.390
-36.5,117.5,1.021,0.944,4.498
-36.5,118.5,1.021,0.941,4.466
-36.5,119.5,0.980,0.899,4.289
-36.5,120.5,0.930,0.851,4.088
-36.5,121.5,0.904,0.826,3.979
-36.5,122.5,0.895,0.816,3.930
-36.5,123.5,0.890,0.810,3.900
-36.5,124.5,0.890,0.807,3.881
-36.5,125.5,0.891,0.807,3.873
-36.5,126.5,0.896,0.811,3.878
-36.5,127.5,0.902,0.814,3.886
-36.5,128.5,0.913,0.824,3.920
-36.5,129.5,0.933,0.842,3.985
-36.5,130.5,0.957,0.865,4.070
-36.5,131.5,0.991,0.897,4.193
-36.5,132.5,1.046,0.948,4.396
-36.5,133.5,1.161,1.054,4.822
-36.5,134.5,1.544,1.401,6.257
-36.5,135.5,1.713,1.556,6.891
-36.5,136.5,1.871,1.692,7.483
-36.5,137.5,2.012,1.814,7.997
-36.5,138.5,2.206,1.986,8.698
-36.5,139.5,2.252,2.030,8.889
-36.5,140.5,2.321,2.093,9.167
-36.5,141.5,2.367,2.134,9.345
-36.5,142.5,2.388,2.153,9.430
-36.5,143.5,2.402,2.164,9.488
-36.5,144.5,2.415,2.174,9.543
-36.5,145.5,2.438,2.194,9.630
-36.5,146.5,2.463,2.215,9.728
-36.5,147.5,2.478,2.226,9.768
-36.5,148.5,2.454,2.200,9.628
-36.5,149.5,2.201,1.973,8.684
-36.5,150.5,1.351,1.217,5.547
-36.5,151.5,1.110,0.999,4.618
-36.5,152.5,0.963,0.865,4.055
-36.5,153.5,0.863,0.772,3.670
-36.5,154.5,0.798,0.711,3.421
-36.5,155.5,0.752,0.667,3.242
-36.5,156.5,0.719,0.636,3.113
-36.5,157.5,0.702,0.620,3.046
-36.5,158.5,0.697,0.616,3.025
-36.5,159.5,0.698,0.617,3.024
-36.5,160.5,0.704,0.621,3.041
-36.5,161.5,0.734,0.648,3.149
-36.5,162.5,0.795,0.704,3.378
-36.5,163.5,0.882,0.784,3.704
-36.5,164.5,1.255,1.123,5.128
-36.5,165.5,1.333,1.192,5.417
-36.5,166.5,1.302,1.164,5.298
-36.5,167.5,1.216,1.086,4.971
-36.5,168.5,0.859,0.764,3.608
-36.5,169.5,0.819,0.728,3.451
-36.5,170.5,0.839,0.747,3.524
-36.5,171.5,0.935,0.835,3.881
-36.5,172.5,1.366,1.226,5.504
-36.5,173.5,1.543,1.388,6.153
-36.5,174.5,1.758,1.566,6.841
-36.5,175.5,1.777,1.580,6.904
-36.5,176.5,1.544,1.377,6.162
-36.5,177.5,1.415,1.261,5.699
-36.5,178.5,1.314,1.166,5.308
-36.5,179.5,1.161,1.026,4.737
-37.5,-179.5,0.710,0.621,3.041
-37.5,-178.5,0.609,0.529,2.663
-37.5,-177.5,0.559,0.484,2.480
-37.5,-176.5,0.529,0.457,2.369
-37.5,-175.5,0.511,0.441,2.305
-37.5,-174.5,0.492,0.425,2.238
-37.5,-173.5,0.474,0.408,2.171
-37.5,-172.5,0.458,0.392,2.109
-37.5,-171.5,0.446,0.380,2.063
-37.5,-170.5,0.439,0.373,2.037
-37.5,-169.5,0.429,0.363,1.998
-37.5,-168.5,0.422,0.355,1.969
-37.5,-167.5,0.415,0.349,1.943
-37.5,-166.5,0.408,0.343,1.917
-37.5,-165.5,0.402,0.338,1.898
-37.5,-164.5,0.398,0.335,1.885
-37.5,-163.5,0.393,0.331,1.867
-37.5,-162.5,0.388,0.326,1.848
-37.5,-161.5,0.384,0.322,1.833
-37.5,-160.5,0.381,0.319,1.821
-37.5,-159.5,0.378,0.316,1.812
-37.5,-158.5,0.376,0.314,1.803
-37.5,-157.5,0.373,0.312,1.793
-37.5,-156.5,0.371,0.310,1.785
-37.5,-155.5,0.369,0.308,1.777
-37.5,-154.5,0.367,0.306,1.770
-37.5,-153.5,0.365,0.305,1.764
-37.5,-152.5,0.364,0.303,1.759
-37.5,-151.5,0.363,0.302,1.754
-37.5,-150.5,0.361,0.300,1.748
-37.5,-149.5,0.360,0.300,1.745
-37.5,-148.5,0.360,0.299,1.743
-37.5,-147.5,0.360,0.299,1.742
-37.5,-146.5,0.359,0.298,1.739
-37.5,-145.5,0.358,0.298,1.737
-37.5,-144.5,0.358,0.298,1.738
-37.5,-143.5,0.359,0.298,1.738
-37.5,-142.5,0.359,0.298,1.739
-37.5,-141.5,0.358,0.297,1.737
-37.5,-140.5,0.358,0.297,1.735
-37.5,-139.5,0.358,0.297,1.736
-37.5,-138.5,0.358,0.296,1.735
-37.5,-137.5,0.358,0.296,1.736
-37.5,-136.5,0.358,0.297,1.737
-37.5,-135.5,0.358,0.297,1.738
-37.5,-134.5,0.359,0.297,1.739
-37.5,-133.5,0.359,0.298,1.742
-37.5,-132.5,0.360,0.298,1.745
-37.5,-131.5,0.361,0.299,1.750
-37.5,-130.5,0.363,0.300,1.755
-37.5,-129.5,0.364,0.301,1.758
-37.5,-128.5,0.365,0.302,1.762
-37.5,-127.5,0.366,0.304,1.768
-37.5,-126.5,0.368,0.305,1.774
-37.5,-125.5,0.369,0.306,1.780
-37.5,-124.5,0.370,0.307,1.783
-37.5,-123.5,0.372,0.309,1.790
-37.5,-122.5,0.373,0.310,1.796
-37.5,-121.5,0.375,0.311,1.802
-37.5,-120.5,0.377,0.313,1.809
-37.5,-119.5,0.378,0.315,1.816
-37.5,-118.5,0.381,0.317,1.825
-37.5,-117.5,0.383,0.319,1.834
-37.5,-116.5,0.386,0.321,1.843
-37.5,-115.5,0.389,0.324,1.856
-37.5,-114.5,0.393,0.327,1.869
-37.5,-113.5,0.397,0.330,1.882
-37.5,-112.5,0.401,0.334,1.898
-37.5,-111.5,0.404,0.336,1.909
-37.5,-110.5,0.406,0.338,1.918
-37.5,-109.5,0.408,0.340,1.923
-37.5,-108.5,0.408,0.341,1.928
-37.5,-107.5,0.410,0.343,1.936
-37.5,-106.5,0.411,0.345,1.944
-37.5,-105.5,0.413,0.347,1.952
-37.5,-104.5,0.414,0.348,1.959
-37.5,-103.5,0.417,0.352,1.971
-37.5,-102.5,0.423,0.356,1.990
-37.5,-101.5,0.427,0.360,2.007
-37.5,-100.5,0.431,0.364,2.023
-37.5,-99.5,0.435,0.368,2.040
-37.5,-98.5,0.439,0.372,2.058
-37.5,-97.5,0.445,0.377,2.080
-37.5,-96.5,0.450,0.382,2.101
-37.5,-95.5,0.456,0.388,2.125
-37.5,-94.5,0.463,0.394,2.152
-37.5,-93.5,0.470,0.401,2.178
-37.5,-92.5,0.476,0.407,2.205
-37.5,-91.5,0.484,0.414,2.235
-37.5,-90.5,0.493,0.423,2.272
-37.5,-89.5,0.503,0.432,2.309
-37.5,-88.5,0.511,0.441,2.345
-37.5,-87.5,0.522,0.451,2.388
-37.5,-86.5,0.534,0.463,2.437
-37.5,-85.5,0.548,0.476,2.490
-37.5,-84.5,0.563,0.490,2.551
-37.5,-83.5,0.581,0.507,2.621
-37.5,-82.5,0.601,0.526,2.700
-37.5,-81.5,0.624,0.547,2.790
-37.5,-80.5,0.652,0.573,2.900
-37.5,-79.5,0.684,0.604,3.029
-37.5,-78.5,0.723,0.642,3.184
-37.5,-77.5,0.775,0.690,3.386
-37.5,-76.5,0.848,0.758,3.669
-37.5,-75.5,0.955,0.859,4.093
-37.5,-74.5,1.181,1.071,4.979
-37.5,-73.5,1.879,1.707,7.663
-37.5,-72.5,2.217,2.013,8.970
-37.5,-71.5,2.432,2.218,9.881
-37.5,-70.5,2.636,2.404,10.611
-37.5,-69.5,2.875,2.616,11.275
-37.5,-68.5,2.941,2.674,11.468
-37.5,-67.5,2.977,2.696,11.558
-37.5,-66.5,2.981,2.696,11.565
-37.5,-65.5,2.994,2.706,11.602
-37.5,-64.5,2.988,2.703,11.581
-37.5,-63.5,2.957,2.679,11.481
-37.5,-62.5,2.945,2.665,11.429
-37.5,-61.5,2.904,2.628,11.289
-37.5,-60.5,2.859,2.589,11.133
-37.5,-59.5,2.807,2.546,10.948
-37.5,-58.5,2.705,2.457,10.595
-37.5,-57.5,2.460,2.247,9.815
-37.5,-56.5,2.339,2.148,9.378
-37.5,-55.5,2.282,2.095,9.113
-37.5,-54.5,2.164,1.991,8.661
-37.5,-53.5,1.910,1.762,7.709
-37.5,-52.5,1.633,1.511,6.673
-37.5,-51.5,1.236,1.148,5.179
-37.5,-50.5,1.085,1.005,4.605
-37.5,-49.5,0.991,0.914,4.241
-37.5,-48.5,0.929,0.854,4.004
