Country Code,Country,Sitename,Location,Status,Gross (MWe),Thermal (MWt),Load Factor (%),lat (-90 to 90),lng (-180 to 180),alt (m),IAEA url
JP,JAPAN,SHIKA-2,SHIKA-MACHI,Operational,1150,3926,33.3,37.00631,136.77801,91,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=842
JP,JAPAN,SHIMANE-1,MATSUE,Operational,460,1380,66.3,35.46806,133.04838,45,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=387
JP,JAPAN,SHIMANE-2,MATSUE,Operational,820,2436,74,35.46806,133.04838,45,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=368
JP,JAPAN,SHIMANE-3,MATSUE,Under Construction,1373,3926,0,35.46806,133.04838,141,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=862
JP,JAPAN,TAKAHAMA-1,TAKAHAMA,Operational,826,2440,65.1,34.92764,136.98768,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=388
JP,JAPAN,TAKAHAMA-2,TAKAHAMA,Operational,826,2440,66.2,34.92764,136.98768,40,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=337
JP,JAPAN,TAKAHAMA-3,TAKAHAMA,Operational,870,2660,79.1,34.92764,136.98768,40,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=354
JP,JAPAN,TAKAHAMA-4,TAKAHAMA,Operational,870,2660,78.6,34.92764,136.98768,40,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=356
JP,JAPAN,TOKAI-1,TOKAI MURA,Permanent Shutdown,166,587,70.8,36.47288,140.56630,64,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=344
JP,JAPAN,TOKAI-2,TOKAI MURA,Operational,1100,3293,67.2,36.47288,140.56630,64,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=346
JP,JAPAN,TOMARI-1,TOMARI VILLAGE,Operational,579,1650,76.4,43.06335,140.49886,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=370
JP,JAPAN,TOMARI-2,TOMARI VILLAGE,Operational,579,1650,75.6,43.06335,140.49886,60,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=371
JP,JAPAN,TOMARI-3,TOMARI VILLAGE,Operational,912,2660,56.6,43.06335,140.49886,186,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=856
JP,JAPAN,TSURUGA-1,TSURUGA CITY,Operational,357,1070,62.2,35.64524,136.05544,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=355
JP,JAPAN,TSURUGA-2,TSURUGA CITY,Operational,1160,3411,70.3,35.64524,136.05544,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=360
KZ,KAZAKHSTAN,AKTAU,MANGYSTAU,Permanent Shutdown,90,1000,0,43.69556,51.32611,-12,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=414
KR,"KOREA, REPUBLIC OF",HANBIT-1,Yeonggwang-gun,Operational,996,2787,90.2,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=411
KR,"KOREA, REPUBLIC OF",HANBIT-2,Yeonggwang-gun,Operational,993,2787,88.2,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=412
KR,"KOREA, REPUBLIC OF",HANBIT-3,Yeonggwang-gun,Operational,1050,2825,89.2,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=396
KR,"KOREA, REPUBLIC OF",HANBIT-4,Yeonggwang-gun,Operational,1049,2825,91.6,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=397
KR,"KOREA, REPUBLIC OF",HANBIT-5,Yeonggwang-gun,Operational,1053,2825,88.6,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=402
KR,"KOREA, REPUBLIC OF",HANBIT-6,Yeonggwang-gun,Operational,1052,2825,90,35.41500,126.42389,56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=403
KR,"KOREA, REPUBLIC OF",HANUL-1,Ulchin-gun,Operational,1003,2785,87,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=413
KR,"KOREA, REPUBLIC OF",HANUL-2,Ulchin-gun,Operational,1008,2775,88.9,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=395
KR,"KOREA, REPUBLIC OF",HANUL-3,Ulchin-gun,Operational,1050,2825,90.5,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=398
KR,"KOREA, REPUBLIC OF",HANUL-4,Ulchin-gun,Operational,1053,2825,80.2,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=399
KR,"KOREA, REPUBLIC OF",HANUL-5,Ulchin-gun,Operational,1051,2815,92.8,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=404
KR,"KOREA, REPUBLIC OF",HANUL-6,Ulchin-gun,Operational,1051,2825,93.2,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=406
KR,"KOREA, REPUBLIC OF",KORI-1,Gijang-gun,Operational,608,1729,74.9,35.31700,129.30000,142,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=394
KR,"KOREA, REPUBLIC OF",KORI-2,Gijang-gun,Operational,676,1882,87.9,35.31700,129.30000,142,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=405
KR,"KOREA, REPUBLIC OF",KORI-3,Gijang-gun,Operational,1042,2912,89,35.31700,129.30000,142,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=409
KR,"KOREA, REPUBLIC OF",KORI-4,Gijang-gun,Operational,1041,2912,90.4,35.31700,129.30000,142,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=410
KR,"KOREA, REPUBLIC OF",SHIN-HANUL-1,Ulchin-gun,Under Construction,1400,3938,0,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=887
KR,"KOREA, REPUBLIC OF",SHIN-HANUL-2,Ulchin-gun,Under Construction,1400,3983,0,37.09278,129.38361,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=888
KR,"KOREA, REPUBLIC OF",SHIN-KORI-1,Busan & Ulsan,Operational,1048,2825,67.3,35.17955,129.07564,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=864
KR,"KOREA, REPUBLIC OF",SHIN-KORI-2,Busan & Ulsan,Operational,1045,2825,57.6,35.17955,129.07564,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=865
KR,"KOREA, REPUBLIC OF",SHIN-KORI-3,Ulsan,Under Construction,1400,3983,0,35.53838,129.31136,111,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=885
KR,"KOREA, REPUBLIC OF",SHIN-KORI-4,Ulsan,Under Construction,1400,3938,0,35.53838,129.31136,111,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=886
KR,"KOREA, REPUBLIC OF",SHIN-WOLSONG-1,Gyeongju-si,Operational,1043,2825,54.8,35.85617,129.22475,74,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=883
KR,"KOREA, REPUBLIC OF",SHIN-WOLSONG-2,Gyeongju-si,Under Construction,1000,2825,0,35.85617,129.22475,74,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=884
KR,"KOREA, REPUBLIC OF",WOLSONG-1,Gyeongju-si,Operational,687,2061,77.5,35.71667,129.47778,191,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=407
KR,"KOREA, REPUBLIC OF",WOLSONG-2,Gyeongju-si,Operational,678,2061,93.8,35.71667,129.47778,191,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=408
KR,"KOREA, REPUBLIC OF",WOLSONG-3,Gyeongju-si,Operational,698,2061,94.6,35.71667,129.47778,191,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=400
KR,"KOREA, REPUBLIC OF",WOLSONG-4,Gyeongju-si,Operational,703,2061,96,35.71667,129.47778,191,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=401
LT,LITHUANIA,IGNALINA-1,VISAGINAS,Permanent Shutdown,1300,4800,53.9,55.59728,26.43132,181,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=415
LT,LITHUANIA,IGNALINA-2,VISAGINAS,Permanent Shutdown,1300,4800,64.4,55.59728,26.43132,181,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=416
MX,MEXICO,LAGUNA VERDE-1,ALTO LUCERO,Operational,700,2027,76.4,19.62427,-96.73435,845,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=420
MX,MEXICO,LAGUNA VERDE-2,ALTO LUCERO,Operational,700,2027,80.2,19.62427,-96.73435,845,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=421
NL,NETHERLANDS,BORSSELE,BORSSELE,Operational,515,1366,83.7,51.42566,3.73367,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=423
NL,NETHERLANDS,DODEWAARD,DODEWAARD,Permanent Shutdown,60,183,82,51.91051,5.65682,52,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=422
PK,PAKISTAN,CHASNUPP-1,KUNDIAN,Operational,325,999,74.4,32.45482,71.47170,152,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=428
PK,PAKISTAN,CHASNUPP-2,KUNDIAN,Operational,325,999,76.9,32.45482,71.47170,152,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=429
PK,PAKISTAN,CHASNUPP-3,KUNDIAN,Under Construction,340,999,0,32.45482,71.47170,153,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1044
PK,PAKISTAN,CHASNUPP-4,KUNDIAN,Under Construction,340,999,0,32.45482,71.47170,153,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1045
PK,PAKISTAN,KANUPP,Karachi,Operational,100,337,28.8,24.86146,67.00994,-29,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=427
RO,ROMANIA,CERNAVODA-1,CERNAVODA,Operational,706,2180,89.7,44.33806,28.03361,76,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=442
RO,ROMANIA,CERNAVODA-2,CERNAVODA,Operational,705,2180,93.8,44.33806,28.03361,76,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=443
RU,RUSSIA,AKADEMIK LOMONOSOV-1,PEVEK,Under Construction,35,150,0,69.70000,170.31667,58,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=895
RU,RUSSIA,AKADEMIK LOMONOSOV-2,PEVEK,Under Construction,35,150,0,69.70000,170.31667,58,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=896
RU,RUSSIA,APS-1 OBNINSK,OBNINSK,Permanent Shutdown,6,30,0,55.11216,36.60699,168,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=447
RU,RUSSIA,BALAKOVO-1,BALAKOVO,Operational,1000,3000,68.8,52.03333,47.78333,19,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=524
RU,RUSSIA,BALAKOVO-2,BALAKOVO,Operational,1000,3000,70.1,52.03333,47.78333,19,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=525
RU,RUSSIA,BALAKOVO-3,BALAKOVO,Operational,1000,3000,73.5,52.03333,47.78333,19,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=526
RU,RUSSIA,BALAKOVO-4,BALAKOVO,Operational,1000,3200,78.7,52.03333,47.78333,22,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=527
RU,RUSSIA,BALTIC-1,Sovetsk,Under Construction,1194,3200,0,55.08333,21.88333,33,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=968
RU,RUSSIA,BELOYARSK-1,ZARECHNYY,Permanent Shutdown,108,286,0,53.20000,45.20000,223,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=488
RU,RUSSIA,BELOYARSK-2,ZARECHNYY,Permanent Shutdown,160,530,0,53.20000,45.20000,223,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=503
RU,RUSSIA,BELOYARSK-3,ZARECHNYY,Operational,600,1470,74.2,53.20000,45.20000,223,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=484
RU,RUSSIA,BELOYARSK-4,ZARECHNYY,Under Construction,864,2100,0,53.20000,45.20000,223,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=451
RU,RUSSIA,BILIBINO-1,Bilibino,Operational,12,62,52.9,68.05667,166.45806,389,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467
RU,RUSSIA,BILIBINO-2,Bilibino,Operational,12,62,53.6,68.05667,166.45806,389,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468
RU,RUSSIA,BILIBINO-3,Bilibino,Operational,12,62,55.1,68.05667,166.45806,389,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469
RU,RUSSIA,BILIBINO-4,Bilibino,Operational,12,62,53.8,68.05667,166.45806,389,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470
RU,RUSSIA,KALININ-1,UDOMLYA,Operational,1000,3000,74.8,57.86667,35.01667,177,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=489
RU,RUSSIA,KALININ-2,UDOMLYA,Operational,1000,3000,76.7,57.86667,35.01667,177,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=490
RU,RUSSIA,KALININ-3,UDOMLYA,Operational,1000,3200,84.6,57.86667,35.01667,177,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=495
RU,RUSSIA,KALININ-4,UDOMLYA,Operational,1000,3200,76.2,57.86667,35.01667,177,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=496
RU,RUSSIA,KOLA-1,POLYARNYYE ZORI,Operational,440,1375,65.5,67.36667,32.50000,155,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=453
RU,RUSSIA,KOLA-2,POLYARNYYE ZORI,Operational,440,1375,66.3,67.36667,32.50000,155,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=460
RU,RUSSIA,KOLA-3,POLYARNYYE ZORI,Operational,440,1375,69,67.36667,32.50000,155,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=491
RU,RUSSIA,KOLA-4,POLYARNYYE ZORI,Operational,440,1375,71.7,67.36667,32.50000,155,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=492
RU,RUSSIA,KURSK-1,KURCHATOV,Operational,1000,3200,62.4,51.65719,35.67833,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=476
RU,RUSSIA,KURSK-2,KURCHATOV,Operational,1000,3200,63.2,51.65719,35.67833,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=485
RU,RUSSIA,KURSK-3,KURCHATOV,Operational,1000,3200,72.3,51.65719,35.67833,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=497
RU,RUSSIA,KURSK-4,KURCHATOV,Operational,1000,3200,76,51.65719,35.67833,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=498
RU,RUSSIA,LENINGRAD 2-1,SOSNOVYY BOR,Under Construction,1170,3200,0,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=900
RU,RUSSIA,LENINGRAD 2-2,SOSNOVYY BOR,Under Construction,1170,3200,0,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=901
RU,RUSSIA,LENINGRAD-1,SOSNOVYY BOR,Operational,1000,3200,68.7,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=474
RU,RUSSIA,LENINGRAD-2,SOSNOVYY BOR,Operational,1000,3200,70.1,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=475
RU,RUSSIA,LENINGRAD-3,SOSNOVYY BOR,Operational,1000,3200,70.5,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=493
RU,RUSSIA,LENINGRAD-4,SOSNOVYY BOR,Operational,1000,3200,72,59.88333,29.10000,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=494
RU,RUSSIA,NOVOVORONEZH 2-1,NOVOVORONEZHSKIY,Under Construction,1199,3200,0,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=898
RU,RUSSIA,NOVOVORONEZH 2-2,NOVOVORONEZHSKIY,Under Construction,1199,3200,0,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=899
RU,RUSSIA,NOVOVORONEZH-1,NOVOVORONEZHSKIY,Permanent Shutdown,210,760,0,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=499
RU,RUSSIA,NOVOVORONEZH-2,NOVOVORONEZHSKIY,Permanent Shutdown,365,1320,0,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=513
RU,RUSSIA,NOVOVORONEZH-3,NOVOVORONEZHSKIY,Operational,417,1375,70.8,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=519
RU,RUSSIA,NOVOVORONEZH-4,NOVOVORONEZHSKIY,Operational,417,1375,78.2,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=448
RU,RUSSIA,NOVOVORONEZH-5,NOVOVORONEZHSKIY,Operational,1000,3000,63.5,51.30743,39.22145,135,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=483
RU,RUSSIA,ROSTOV-1,ROSTOV OBLAST,Operational,1000,3200,90.3,47.68532,41.82590,81,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=502
RU,RUSSIA,ROSTOV-2,ROSTOV OBLAST,Operational,1000,3200,90.8,47.68532,41.82590,81,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=505
RU,RUSSIA,ROSTOV-3,ROSTOV OBLAST,Under Construction,1100,3000,0,47.68532,41.82590,81,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=506
RU,RUSSIA,ROSTOV-4,ROSTOV OBLAST,Under Construction,1100,3000,0,47.68532,41.82590,81,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=507
RU,RUSSIA,SMOLENSK-1,DESNOGORSK,Operational,1000,3200,72.4,54.15000,33.28333,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=486
RU,RUSSIA,SMOLENSK-2,DESNOGORSK,Operational,1000,3200,73.7,54.15000,33.28333,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=487
RU,RUSSIA,SMOLENSK-3,DESNOGORSK,Operational,1000,3200,79.4,54.15000,33.28333,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=508
SK,SLOVAKIA,BOHUNICE A1,Jaslovské Bohunice,Permanent Shutdown,143,560,26.2,48.47663,17.64725,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=543
SK,SLOVAKIA,BOHUNICE-1,Jaslovske Bohunice,Permanent Shutdown,440,1375,72,48.47663,17.64725,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=548
SK,SLOVAKIA,BOHUNICE-2,Jaslovske Bohunice,Permanent Shutdown,440,1375,74.9,48.47663,17.64725,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=549
SK,SLOVAKIA,BOHUNICE-3,Jaslovske Bohunice,Operational,505,1471,78,48.47663,17.64725,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=546
SK,SLOVAKIA,BOHUNICE-4,Jaslovske Bohunice,Operational,505,1471,79.3,48.47663,17.64725,211,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=547
SK,SLOVAKIA,MOCHOVCE-1,LEVICE,Operational,470,1471,83.6,48.21929,18.60115,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=550
SK,SLOVAKIA,MOCHOVCE-2,LEVICE,Operational,470,1471,82.7,48.21929,18.60115,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=551
SK,SLOVAKIA,MOCHOVCE-3,LEVICE,Under Construction,471,1375,0,48.21929,18.60115,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=544
SK,SLOVAKIA,MOCHOVCE-4,LEVICE,Under Construction,471,1375,0,48.21929,18.60115,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=545
SI,SLOVENIA,KRSKO,KRSKO,Operational,727,1994,83.8,45.95923,15.49502,320,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=542
ZA,SOUTH AFRICA,KOEBERG-1,DUYNEFONTEIN,Operational,970,2775,69.8,-33.69322,18.44838,48,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=836
ZA,SOUTH AFRICA,KOEBERG-2,DUYNEFONTEIN,Operational,970,2775,70.9,-33.69322,18.44838,48,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=837
ES,SPAIN,ALMARAZ-1,ALMARAZ,Operational,1049,2947,85.6,39.81433,-5.67530,326,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=153
ES,SPAIN,ALMARAZ-2,ALMARAZ,Operational,1044,2947,87.1,39.81433,-5.67530,326,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=154
ES,SPAIN,ASCO-1,ASCO,Operational,1033,2954,84,41.18552,0.56663,104,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=155
ES,SPAIN,ASCO-2,ASCO,Operational,1035,2941,86,41.18552,0.56663,104,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=156
ES,SPAIN,COFRENTES,COFRENTES,Operational,1102,3237,86.7,39.22949,-1.06161,394,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=140
ES,SPAIN,JOSE CABRERA-1,ALMONACID DE ZORITA,Permanent Shutdown,150,510,69.6,40.32926,-2.85241,743,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=139
ES,SPAIN,SANTA MARIA DE GARONA,SANTA MARIA DE GARONA,Long-term Shutdown,466,1381,77.5,42.76556,-3.20611,582,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=149
ES,SPAIN,TRILLO-1,TRILLO,Operational,1066,3010,86.2,40.70078,-2.59288,828,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=141
ES,SPAIN,VANDELLOS-1,VANDELLOS,Permanent Shutdown,500,1670,70.4,40.99090,0.92367,61,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=150
ES,SPAIN,VANDELLOS-2,VANDELLOS,Operational,1087,2941,81.6,40.99090,0.92367,61,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=146
SE,SWEDEN,AGESTA,AGESTA,Permanent Shutdown,12,80,0,60.14533,16.17384,141,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=528
SE,SWEDEN,BARSEBACK-1,BARSEBACK,Permanent Shutdown,615,1800,74.9,55.77189,12.95713,38,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=538
SE,SWEDEN,BARSEBACK-2,BARSEBACK,Permanent Shutdown,615,1800,75,55.77189,12.95713,38,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=540
SE,SWEDEN,FORSMARK-1,OESTHAMMAR,Operational,1022,2928,81.8,60.25971,18.36661,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=541
SE,SWEDEN,FORSMARK-2,OESTHAMMAR,Operational,1158,3253,79.8,60.25971,18.36661,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=530
SE,SWEDEN,FORSMARK-3,OESTHAMMAR,Operational,1212,3300,84.9,60.25971,18.36661,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=532
SE,SWEDEN,OSKARSHAMN-1,OSKARSHAMN,Operational,492,1375,60.1,57.26570,16.44740,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=534
SE,SWEDEN,OSKARSHAMN-2,OSKARSHAMN,Operational,661,1800,75.3,57.26570,16.44740,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=535
SE,SWEDEN,OSKARSHAMN-3,OSKARSHAMN,Operational,1450,3900,77.5,57.26570,16.44740,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=531
SE,SWEDEN,RINGHALS-1,RINGHALS,Operational,910,2540,67.1,57.25700,12.11785,63,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=536
SE,SWEDEN,RINGHALS-2,RINGHALS,Operational,847,2500,66.2,57.25700,12.11785,63,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=537
SE,SWEDEN,RINGHALS-3,RINGHALS,Operational,1117,3135,74.1,57.25700,12.11785,63,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=539
SE,SWEDEN,RINGHALS-4,RINGHALS,Operational,990,2775,78.4,57.25700,12.11785,63,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=529
CH,SWITZERLAND,BEZNAU-1,BEZNAU,Operational,380,1130,84.4,47.55408,8.23058,428,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=55
CH,SWITZERLAND,BEZNAU-2,BEZNAU,Operational,380,1130,87.6,47.55408,8.23058,428,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57
CH,SWITZERLAND,GOESGEN,DAENIKEN,Operational,1035,3002,88.9,47.35308,7.98264,442,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=58
CH,SWITZERLAND,LEIBSTADT,LEIBSTADT,Operational,1275,3600,85.7,47.58690,8.17607,437,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=59
CH,SWITZERLAND,LUCENS,1522 Lucens,Permanent Shutdown,7,28,0,46.71010,6.83901,722,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=966
